Rk,Player,PTS,Date,Age,Team,Unnamed: 6,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS.1,GmSc,BPM,+/-,Pos.,Player-additional
243,Stephen Curry,31,2016-01-11,27-303,GSW,,MIA,W 111-103,*,38,11,27,0.407,7,16,0.438,4,11,0.364,5,6,0.833,0.523,0,2,2,6,1,0,1,2,31,20.1,6.5,-3,G,curryst01
244,Stephen Curry,31,2016-02-19,27-342,GSW,@,POR,L 105-137,*,26,12,23,0.522,5,10,0.5,7,13,0.538,0,0,,0.674,2,1,3,5,2,0,3,4,31,22.3,18.6,-18,G,curryst01
245,Stephen Curry,31,2016-03-18,28-004,GSW,@,DAL,W 130-112,*,34,12,26,0.462,6,14,0.429,6,12,0.5,1,1,1.0,0.586,1,8,9,10,2,0,1,2,31,27.9,10.8,8,G,curryst01
246,Stephen Curry,31,2016-03-30,28-016,GSW,@,UTA,W 103-96 (OT),*,42,11,23,0.478,6,13,0.462,5,10,0.5,4,5,0.8,0.615,2,5,7,4,2,0,5,4,31,20.0,9.0,6,G,curryst01
247,Stephen Curry,31,2016-11-23,28-254,GSW,,LAL,W 149-106,*,29,11,18,0.611,4,6,0.667,7,12,0.583,2,2,1.0,0.821,0,5,5,9,1,0,1,1,31,30.2,16.9,32,G,curryst01
248,Stephen Curry,31,2016-12-03,28-264,GSW,,PHO,W 138-109,*,30,10,15,0.667,5,8,0.625,5,7,0.714,6,6,1.0,0.879,0,2,2,1,1,0,3,2,31,23.0,6.4,15,G,curryst01
249,Stephen Curry,31,2017-03-05,28-356,GSW,@,NYK,W 112-105,*,37,11,24,0.458,6,11,0.545,5,13,0.385,4,6,0.667,0.582,2,6,8,6,2,0,2,2,31,24.4,9.9,22,G,curryst01
250,Stephen Curry,31,2017-10-30,29-230,GSW,@,LAC,W 141-113,*,30,9,14,0.643,2,3,0.667,7,11,0.636,6,8,0.75,0.885,2,3,5,6,2,1,1,3,31,31.0,23.1,21,G,curryst01
251,Stephen Curry,31,2017-12-04,29-265,GSW,@,NOP,W 125-115,*,34,9,19,0.474,4,8,0.5,5,11,0.455,8,9,0.889,0.675,2,3,5,11,1,0,2,5,31,27.9,9.6,-1,G,curryst01
252,Stephen Curry,31,2018-10-19,30-219,GSW,@,UTA,W 124-123,*,37,13,24,0.542,8,15,0.533,5,9,0.556,0,1,0.0,0.634,1,3,4,8,2,0,4,2,31,23.4,5.6,-3,G,curryst01
253,Stephen Curry,31,2019-01-15,30-307,GSW,@,DEN,W 142-111,*,30,10,18,0.556,2,5,0.4,8,13,0.615,3,3,1.0,0.802,1,5,6,4,0,0,3,2,31,23.6,9.0,25,G,curryst01
254,Stephen Curry,31,2020-12-29,32-290,GSW,@,DET,W 116-106,*,35,9,17,0.529,4,8,0.5,5,9,0.556,8,8,1.0,0.755,0,5,5,6,2,0,8,5,31,20.4,4.5,3,G,curryst01
255,Stephen Curry,31,2021-12-06,33-267,GSW,,ORL,W 126-95,*,31,8,16,0.5,1,3,0.333,7,13,0.538,8,8,1.0,0.794,0,3,3,8,2,0,3,2,31,27.7,18.2,9,G,curryst01
256,Stephen Curry,31,2022-10-29,34-229,GSW,@,CHO,L 113-120 (OT),*,39,10,22,0.455,7,9,0.778,3,13,0.231,8,8,1.0,0.607,0,11,11,6,1,0,2,5,31,24.1,5.8,-6,G,curryst01
257,Stephen Curry,31,2023-03-17,35-003,GSW,@,ATL,L 119-127,*,37,12,27,0.444,8,14,0.571,4,13,0.308,3,3,1.0,0.547,2,4,6,5,0,0,6,2,31,16.2,-2.5,-1,G,curryst01
258,Stephen Curry,31,2023-12-06,35-267,GSW,,POR,W 110-106,*,34,8,18,0.444,3,5,0.6,5,13,0.385,10,11,0.909,0.679,0,5,5,1,0,0,4,2,31,18.6,5.5,4,G,curryst01
259,Stephen Curry,31,2024-02-29,35-352,GSW,@,NYK,W 110-99,*,32,11,26,0.423,3,8,0.375,8,18,0.444,1,1,1.0,0.586,2,9,11,1,1,0,3,0,31,20.0,11.3,20,G,curryst01
260,Stephen Curry,31,2024-03-16,36-002,GSW,@,LAL,W 128-121,*,34,12,24,0.5,9,14,0.643,3,10,0.3,4,5,0.8,0.592,1,5,6,5,2,0,1,0,31,25.3,6.8,4,G,curryst01
261,Stephen Curry,31,2024-03-24,36-010,GSW,@,MIN,L 110-114,*,30,9,21,0.429,4,10,0.4,5,11,0.455,8,8,1.0,0.632,0,4,4,3,0,0,2,1,31,20.8,9.3,6,G,curryst01
262,Stephen Curry,30,2010-02-25,21-348,GSW,,DEN,L 112-127,*,42,11,19,0.579,9,14,0.643,2,5,0.4,6,6,1.0,0.693,1,6,7,13,2,1,2,1,30,33.0,15.3,-24,G,curryst01
263,Stephen Curry,30,2010-03-24,22-010,GSW,,MEM,W 128-110,*,40,12,19,0.632,8,13,0.615,4,6,0.667,2,2,1.0,0.755,1,4,5,11,4,0,7,3,30,26.9,9.1,27,G,curryst01
264,Stephen Curry,30,2013-03-02,24-353,GSW,@,PHI,L 97-104,*,42,11,20,0.55,8,11,0.727,3,9,0.333,5,7,0.714,0.65,0,3,3,9,3,0,4,2,30,25.0,8.8,2,G,curryst01
265,Stephen Curry,30,2013-03-18,25-004,GSW,@,NOH,W 93-72,*,39,10,19,0.526,4,10,0.4,6,9,0.667,4,4,1.0,0.723,1,6,7,3,0,0,7,3,30,17.1,2.5,19,G,curryst01
266,Stephen Curry,30,2013-12-15,25-276,GSW,@,PHO,L 102-106,*,42,8,17,0.471,4,10,0.4,4,7,0.571,10,11,0.909,0.687,0,6,6,7,3,0,6,2,30,23.8,9.7,-4,G,curryst01
267,Stephen Curry,30,2013-12-19,25-280,GSW,,SAS,L 102-104,*,40,12,28,0.429,6,12,0.5,6,16,0.375,0,0,,0.536,0,2,2,15,4,0,5,1,30,24.9,13.3,-5,G,curryst01
268,Stephen Curry,30,2014-04-11,26-028,GSW,@,LAL,W 112-95,*,35,12,20,0.6,8,15,0.533,4,5,0.8,2,2,1.0,0.718,0,10,10,12,2,0,6,3,30,27.0,11.9,13,G,curryst01
269,Stephen Curry,30,2014-11-16,26-247,GSW,@,LAL,W 136-115,*,30,10,19,0.526,5,10,0.5,5,9,0.556,5,5,1.0,0.708,0,4,4,15,1,0,3,0,30,30.4,18.1,27,G,curryst01
270,Stephen Curry,30,2015-11-02,27-233,GSW,,MEM,W 119-69,*,28,10,16,0.625,6,8,0.75,4,8,0.5,6,6,1.0,0.805,1,2,3,3,3,1,3,2,30,26.1,19.7,37,G,curryst01
271,Stephen Curry,30,2016-01-04,27-296,GSW,,CHO,W 111-101,*,32,12,21,0.571,7,11,0.636,5,10,0.5,1,1,1.0,0.7,0,3,3,4,2,0,2,4,30,22.2,10.0,1,G,curryst01
272,Stephen Curry,30,2016-11-13,28-244,GSW,,PHO,W 133-120,*,37,9,17,0.529,4,8,0.5,5,9,0.556,7,7,1.0,0.747,0,6,6,6,2,0,3,2,30,25.9,7.0,22,G,curryst01
273,Stephen Curry,30,2016-12-13,28-274,GSW,@,NOP,W 113-109,*,34,11,23,0.478,6,14,0.429,5,9,0.556,3,4,0.75,0.606,2,2,4,7,1,0,2,2,30,23.0,10.6,4,G,curryst01
274,Stephen Curry,30,2017-01-08,28-300,GSW,@,SAC,W 117-106,*,37,11,22,0.5,6,11,0.545,5,11,0.455,3,3,1.0,0.643,2,2,4,6,2,0,4,3,30,22.0,6.8,14,G,curryst01
275,Stephen Curry,30,2017-10-25,29-225,GSW,,TOR,W 117-112,*,38,9,20,0.45,5,9,0.556,4,11,0.364,8,8,1.0,0.638,0,4,4,5,3,1,2,2,30,25.2,6.5,14,G,curryst01
276,Stephen Curry,30,2017-12-03,29-264,GSW,@,MIA,W 123-95,*,30,11,16,0.688,6,7,0.857,5,9,0.556,3,4,0.75,0.845,0,2,2,3,2,0,0,1,30,27.1,20.3,20,G,curryst01
277,Stephen Curry,30,2018-01-17,29-309,GSW,@,CHI,W 119-112,*,35,10,18,0.556,4,7,0.571,6,11,0.545,4,4,1.0,0.759,0,9,9,4,1,0,6,2,30,21.1,5.1,21,G,curryst01
278,Stephen Curry,30,2018-10-21,30-221,GSW,@,DEN,L 98-100,*,39,10,23,0.435,4,7,0.571,6,16,0.375,4,4,1.0,0.606,0,4,4,6,0,0,2,4,30,19.7,9.7,3,G,curryst01
279,Stephen Curry,30,2018-12-03,30-264,GSW,@,ATL,W 128-111,*,29,10,17,0.588,4,7,0.571,6,10,0.6,4,4,1.0,0.8,0,3,3,2,1,1,3,4,30,21.5,6.9,22,G,curryst01
280,Stephen Curry,30,2021-01-04,32-296,GSW,,SAC,W 137-106,*,31,9,18,0.5,4,6,0.667,5,12,0.417,7,7,1.0,0.712,0,9,9,8,0,0,2,3,30,26.1,8.7,26,G,curryst01
281,Stephen Curry,30,2021-01-21,32-313,GSW,,NYK,L 104-119,*,35,9,19,0.474,4,5,0.8,5,14,0.357,7,8,0.875,0.666,0,3,3,4,2,0,4,3,30,20.4,8.5,-16,G,curryst01
282,Stephen Curry,30,2021-05-01,33-048,GSW,@,HOU,W 113-87,*,30,9,23,0.391,2,6,0.333,7,17,0.412,5,7,0.714,0.575,0,5,5,5,1,0,4,0,30,18.7,5.8,25,G,curryst01
283,Stephen Curry,30,2021-12-17,33-278,GSW,@,BOS,W 111-107,*,35,8,21,0.381,3,7,0.429,5,14,0.357,9,9,1.0,0.601,1,4,5,4,1,0,6,6,30,15.8,-0.7,-10,G,curryst01
284,Stephen Curry,30,2021-12-20,33-281,GSW,,SAC,W 113-98,*,36,13,27,0.481,9,15,0.6,4,12,0.333,0,1,0.0,0.547,0,3,3,4,0,2,4,1,30,16.6,-2.1,16,G,curryst01
285,Stephen Curry,30,2022-03-05,33-356,GSW,@,LAL,L 116-124,*,36,13,22,0.591,9,13,0.692,4,9,0.444,0,0,,0.682,0,4,4,1,0,0,4,0,30,17.7,-0.1,-12,G,curryst01
286,Stephen Curry,30,2022-12-03,34-264,GSW,,HOU,W 120-101,*,35,10,21,0.476,2,4,0.5,8,17,0.471,2,3,0.667,0.672,0,3,3,10,1,1,4,0,30,24.5,11.2,19,G,curryst01
287,Stephen Curry,30,2023-03-20,35-006,GSW,@,HOU,W 121-108,*,36,10,23,0.435,5,8,0.625,5,15,0.333,5,5,1.0,0.595,1,6,7,5,2,1,4,3,30,21.4,2.2,5,G,curryst01
288,Stephen Curry,30,2023-11-03,35-234,GSW,@,OKC,W 141-139,*,31,9,15,0.6,4,5,0.8,5,10,0.5,7,7,1.0,0.83,3,5,8,7,2,0,3,1,30,30.2,15.4,5,G,curryst01
289,Stephen Curry,30,2023-11-11,35-242,GSW,,CLE,L 110-118,*,33,9,24,0.375,5,10,0.5,4,14,0.286,8,8,1.0,0.545,1,2,3,2,1,1,4,1,30,16.8,5.1,-8,G,curryst01
290,Stephen Curry,30,2023-12-22,35-283,GSW,,WAS,W 129-118,*,27,9,18,0.5,1,5,0.2,8,13,0.615,4,5,0.8,0.743,0,4,4,7,0,1,2,0,30,25.4,19.1,-1,G,curryst01
291,Stephen Curry,30,2024-01-04,35-296,GSW,,DEN,L 127-130,*,35,11,23,0.478,6,11,0.545,5,12,0.417,3,3,1.0,0.617,0,4,4,6,1,1,2,1,30,23.0,5.6,-1,G,curryst01
292,Stephen Curry,30,2024-02-10,35-333,GSW,,PHO,W 113-112,*,34,10,22,0.455,1,6,0.167,9,16,0.563,1,2,0.5,0.656,1,8,9,6,1,0,3,0,30,23.5,14.2,10,G,curryst01
293,Stephen Curry,29,2010-03-15,22-001,GSW,,LAL,L 121-124,*,34,11,19,0.579,6,10,0.6,5,9,0.556,2,2,1.0,0.729,0,5,5,9,1,0,0,4,29,27.3,13.6,-9,G,curryst01
294,Stephen Curry,29,2010-04-04,22-021,GSW,@,TOR,W 113-112,*,44,10,23,0.435,5,12,0.417,5,11,0.455,4,6,0.667,0.566,1,7,8,12,3,2,5,4,29,25.1,7.5,5,G,curryst01
295,Stephen Curry,29,2010-04-10,22-027,GSW,@,LAC,L 104-107,*,41,10,19,0.526,5,9,0.556,5,10,0.5,4,4,1.0,0.698,0,9,9,4,3,0,3,5,29,23.2,7.4,0,G,curryst01
296,Stephen Curry,29,2010-11-19,22-250,GSW,,NYK,L 119-125,*,42,9,21,0.429,6,15,0.4,3,6,0.5,8,9,0.889,0.581,0,5,5,8,1,0,4,4,29,20.0,-1.4,-3,G,curryst01
297,Stephen Curry,29,2011-03-02,22-353,GSW,@,WAS,W 106-102,*,37,9,18,0.5,6,11,0.545,3,7,0.429,8,9,0.889,0.66,2,7,9,5,1,0,3,2,29,23.8,8.0,-8,G,curryst01
298,Stephen Curry,29,2012-02-02,23-325,GSW,,UTA,W 119-101,*,38,10,14,0.714,8,9,0.889,2,5,0.4,7,8,0.875,0.828,0,5,5,12,3,0,3,4,29,31.1,17.8,18,G,curryst01
299,Stephen Curry,29,2013-01-13,24-305,GSW,@,DEN,L 105-116,*,41,11,18,0.611,4,9,0.444,7,9,0.778,0,0,,0.806,0,0,0,7,1,0,1,4,29,24.1,10.9,-13,G,curryst01
300,Stephen Curry,29,2013-02-02,24-325,GSW,,PHO,W 113-93,*,42,11,20,0.55,5,10,0.5,6,10,0.6,1,1,1.0,0.709,0,2,2,8,2,0,2,3,29,24.4,10.9,28,G,curryst01
301,Stephen Curry,29,2013-02-19,24-342,GSW,@,UTA,L 101-115,*,38,12,22,0.545,8,13,0.615,4,9,0.444,1,1,1.0,0.646,2,3,5,4,1,0,4,3,29,19.3,6.4,-18,G,curryst01
302,Stephen Curry,29,2013-03-17,25-003,GSW,@,HOU,W 108-78,*,45,12,22,0.545,7,11,0.636,5,11,0.455,0,0,,0.659,0,5,5,11,2,1,3,1,29,26.9,14.4,22,G,curryst01
303,Stephen Curry,29,2013-11-27,25-258,GSW,@,DAL,L 99-103,*,42,9,19,0.474,3,9,0.333,6,10,0.6,5,5,1.0,0.684,0,4,4,8,1,0,6,3,29,19.9,6.5,-3,G,curryst01
304,Stephen Curry,29,2013-12-29,25-290,GSW,@,CLE,W 108-104 (OT),*,48,10,23,0.435,5,13,0.385,5,10,0.5,4,5,0.8,0.575,0,9,9,11,2,1,5,3,29,23.4,6.5,2,G,curryst01
305,Stephen Curry,29,2014-02-12,25-335,GSW,,MIA,L 110-111,*,39,8,14,0.571,4,10,0.4,4,4,1.0,9,9,1.0,0.807,1,4,5,7,1,0,5,3,29,24.0,7.3,4,G,curryst01
306,Stephen Curry,29,2014-12-13,26-274,GSW,@,DAL,W 105-98,*,37,9,22,0.409,6,11,0.545,3,11,0.273,8,9,0.889,0.559,0,3,3,8,2,0,1,1,29,23.9,11.6,13,G,curryst01
307,Stephen Curry,29,2015-12-08,27-269,GSW,@,IND,W 131-123,*,36,11,23,0.478,8,13,0.615,3,10,0.3,4,6,0.667,0.566,0,7,7,10,3,0,4,1,29,24.2,5.4,18,G,curryst01
308,Stephen Curry,29,2016-04-01,28-018,GSW,,BOS,L 106-109,*,37,9,19,0.474,1,5,0.2,8,14,0.571,3,3,1.0,0.714,0,5,5,6,1,0,9,2,29,16.2,1.7,-1,G,curryst01
309,Stephen Curry,29,2017-02-02,28-325,GSW,@,LAC,W 133-120,*,37,11,23,0.478,8,13,0.615,3,10,0.3,4,4,1.0,0.586,1,2,3,11,3,0,4,1,29,24.9,6.5,13,G,curryst01
310,Stephen Curry,29,2017-03-14,29-000,GSW,,PHI,W 106-104,*,37,8,23,0.348,3,10,0.3,5,13,0.385,8,8,1.0,0.547,2,4,6,5,3,0,5,3,29,19.0,4.5,3,G,curryst01
311,Stephen Curry,29,2017-03-29,29-015,GSW,@,SAS,W 110-98,*,35,9,20,0.45,5,12,0.417,4,8,0.5,7,7,1.0,0.628,1,3,4,11,1,0,2,5,29,24.9,12.8,6,G,curryst01
312,Stephen Curry,29,2017-10-23,29-223,GSW,@,DAL,W 133-103,*,31,7,15,0.467,5,5,1.0,2,10,0.2,13,13,1.0,0.7,2,0,2,8,4,0,6,1,29,25.9,10.5,22,G,curryst01
313,Stephen Curry,29,2018-01-04,29-296,GSW,@,HOU,W 124-114,*,37,10,20,0.5,6,10,0.6,4,10,0.4,5,6,0.833,0.64,0,9,9,5,1,0,3,3,29,21.6,1.4,3,G,curryst01
314,Stephen Curry,29,2018-03-23,30-009,GSW,,ATL,W 106-94,*,25,10,18,0.556,7,10,0.7,3,8,0.375,6,6,1.0,0.703,1,6,7,1,0,1,1,1,29,22.9,15.1,9,G,curryst01
315,Stephen Curry,29,2018-10-22,30-222,GSW,,PHO,W 123-103,*,30,11,18,0.611,5,5,1.0,6,13,0.462,1,2,0.5,0.768,0,4,4,8,2,0,3,0,29,26.2,17.2,18,G,curryst01
316,Stephen Curry,29,2018-10-26,30-226,GSW,@,NYK,W 128-100,*,33,10,18,0.556,4,7,0.571,6,11,0.545,3,3,1.0,0.751,1,3,4,2,1,0,3,2,29,20.6,4.2,3,G,curryst01
317,Stephen Curry,29,2018-12-27,30-288,GSW,,POR,L 109-110 (OT),*,42,11,26,0.423,5,11,0.455,6,15,0.4,1,3,0.333,0.531,1,4,5,7,2,2,7,1,29,17.2,4.9,-3,G,curryst01
318,Stephen Curry,29,2021-02-19,32-342,GSW,@,ORL,L 120-124,*,37,11,29,0.379,5,13,0.385,6,16,0.375,1,1,1.0,0.493,2,5,7,11,0,0,1,3,29,21.5,3.5,-7,G,curryst01
319,Stephen Curry,29,2021-02-26,32-349,GSW,,CHO,W 130-121,*,36,8,15,0.533,5,7,0.714,3,8,0.375,10,10,1.0,0.747,0,4,4,9,1,0,4,1,29,25.8,4.8,23,G,curryst01
320,Stephen Curry,29,2022-01-27,33-319,GSW,,MIN,W 124-115,*,38,10,20,0.5,4,10,0.4,6,10,0.6,3,3,1.0,0.68,0,8,8,6,3,0,4,1,29,24.2,6.6,13,G,curryst01
321,Stephen Curry,29,2023-01-19,34-311,GSW,@,BOS,L 118-121 (OT),*,43,9,25,0.36,3,7,0.429,6,18,0.333,5,5,1.0,0.533,0,4,4,7,3,2,3,1,29,22.2,9.0,9,G,curryst01
322,Stephen Curry,29,2023-02-01,34-324,GSW,@,MIN,L 114-119 (OT),*,42,8,21,0.381,3,9,0.333,5,12,0.417,8,9,0.889,0.581,0,10,10,3,1,1,4,5,29,17.9,3.2,-5,G,curryst01
323,Stephen Curry,29,2023-03-09,34-360,GSW,@,MEM,L 110-131,*,34,10,19,0.526,6,11,0.545,4,8,0.5,5,6,0.833,0.67,3,4,7,4,1,0,4,3,29,21.2,4.1,2,G,curryst01
324,Stephen Curry,29,2023-03-24,35-010,GSW,,PHI,W 120-112,*,38,10,18,0.556,8,11,0.727,2,7,0.286,7,8,0.875,0.674,0,8,8,3,0,0,2,2,29,21.7,3.3,20,G,curryst01
325,Stephen Curry,29,2023-11-28,35-259,GSW,@,SAC,L 123-124,*,37,8,20,0.4,4,8,0.5,4,12,0.333,9,9,1.0,0.605,3,7,10,6,0,1,5,5,29,20.3,0.3,7,G,curryst01
326,Stephen Curry,29,2024-02-05,35-328,GSW,@,BRK,W 109-98,*,34,12,24,0.5,8,13,0.615,4,11,0.364,1,1,1.0,0.593,1,4,5,3,0,0,4,2,29,16.2,2.5,6,G,curryst01
327,Stephen Curry,29,2024-03-06,35-358,GSW,,MIL,W 125-90,*,31,10,18,0.556,4,8,0.5,6,10,0.6,3,4,0.75,0.734,2,6,8,5,0,0,2,1,29,24.3,9.2,15,G,curryst01
328,Stephen Curry,29,2024-04-04,36-021,GSW,@,HOU,W 133-110,*,31,9,14,0.643,7,8,0.875,2,6,0.333,9,9,1.0,0.807,0,6,6,6,0,0,3,2,29,25.0,8.6,29,G,curryst01
329,Stephen Curry,28,2011-04-05,23-022,GSW,@,POR,W 108-87,*,42,10,21,0.476,7,16,0.438,3,5,0.6,5,6,0.833,0.592,1,7,8,4,2,1,2,2,28,22.4,8.8,20,G,curryst01
330,Stephen Curry,28,2012-12-07,24-268,GSW,@,BRK,W 109-102,*,43,10,19,0.526,5,10,0.5,5,9,0.556,3,3,1.0,0.689,1,3,4,5,2,0,0,1,28,25.4,11.0,8,G,curryst01
331,Stephen Curry,28,2013-01-21,24-313,GSW,,LAC,W 106-99,*,37,9,14,0.643,3,6,0.5,6,8,0.75,4,4,1.0,0.888,0,3,3,6,0,0,2,4,28,23.3,12.8,7,G,curryst01
332,Stephen Curry,28,2013-12-17,25-278,GSW,,NOP,W 104-93,*,33,11,19,0.579,9,12,0.75,2,7,0.286,4,4,1.0,0.674,1,3,4,11,3,0,3,3,28,27.2,20.4,22,G,curryst01
333,Stephen Curry,28,2014-01-18,25-310,GSW,@,NOP,W 97-87,*,38,10,22,0.455,8,13,0.615,2,9,0.222,6,6,1.0,0.568,1,5,6,8,4,0,0,2,28,27.6,18.0,15,G,curryst01
334,Stephen Curry,28,2014-02-08,25-331,GSW,@,PHO,L 109-122,*,41,10,20,0.5,7,10,0.7,3,10,0.3,5,6,0.833,0.618,1,1,2,9,0,0,2,2,28,22.1,5.6,-15,G,curryst01
335,Stephen Curry,28,2014-11-05,26-236,GSW,,LAC,W 121-104,*,34,9,18,0.5,5,10,0.5,4,8,0.5,6,6,1.0,0.678,0,6,6,7,1,0,5,4,28,20.1,2.2,21,G,curryst01
336,Stephen Curry,28,2014-11-09,26-240,GSW,@,PHO,L 95-107,*,34,10,20,0.5,6,10,0.6,4,10,0.4,4,4,1.0,0.643,0,2,2,10,5,0,10,5,28,18.6,7.4,-6,G,curryst01
337,Stephen Curry,28,2014-11-26,26-257,GSW,@,ORL,W 111-96,*,24,9,13,0.692,3,5,0.6,6,8,0.75,4,5,0.8,0.921,1,4,5,8,0,0,1,1,28,28.2,29.6,22,G,curryst01
338,Stephen Curry,28,2015-04-02,27-019,GSW,,PHO,W 107-106,*,34,10,22,0.455,4,11,0.364,6,11,0.545,2,2,1.0,0.612,1,7,8,5,0,0,6,3,28,15.7,2.3,-1,G,curryst01
339,Stephen Curry,28,2015-11-11,27-242,GSW,@,MEM,W 100-84,*,35,9,21,0.429,6,11,0.545,3,10,0.3,7,7,1.0,0.581,0,5,5,5,5,1,4,1,28,23.2,15.1,16,G,curryst01
340,Stephen Curry,28,2015-12-06,27-267,GSW,@,BRK,W 114-98,*,32,11,17,0.647,6,8,0.75,5,9,0.556,1,4,0.25,0.746,0,5,5,2,1,0,4,2,28,18.4,5.0,10,G,curryst01
341,Stephen Curry,28,2015-12-12,27-273,GSW,@,MIL,L 95-108,*,35,10,22,0.455,8,13,0.615,2,9,0.222,6,7,0.857,0.558,2,5,7,5,1,0,2,2,28,20.8,8.4,0,G,curryst01
342,Stephen Curry,28,2016-10-30,28-230,GSW,@,PHO,W 106-100,*,34,9,17,0.529,4,9,0.444,5,8,0.625,5,5,1.0,0.729,0,1,1,3,0,0,1,5,28,19.1,8.9,0,G,curryst01
343,Stephen Curry,28,2016-11-01,28-232,GSW,@,POR,W 127-104,*,30,10,21,0.476,5,11,0.455,5,10,0.5,3,4,0.75,0.615,1,3,4,3,1,0,4,3,28,16.4,0.1,24,G,curryst01
344,Stephen Curry,28,2016-12-01,28-262,GSW,,HOU,L 127-132 (2OT),*,38,9,22,0.409,5,9,0.556,4,13,0.308,6,6,1.0,0.568,1,2,3,5,3,1,5,6,28,17.3,5.0,10,G,curryst01
345,Stephen Curry,28,2016-12-28,28-289,GSW,,TOR,W 121-111,*,36,9,18,0.5,6,12,0.5,3,6,0.5,7,7,1.0,0.664,1,6,7,7,0,0,2,3,28,23.2,4.0,27,G,curryst01
346,Stephen Curry,28,2017-01-25,28-317,GSW,@,CHO,W 113-103,*,36,11,23,0.478,5,11,0.455,6,12,0.5,0,0,,0.609,0,2,2,7,1,1,4,2,28,18.7,5.4,0,G,curryst01
347,Stephen Curry,28,2017-03-18,29-004,GSW,,MIL,W 117-92,*,30,9,13,0.692,3,5,0.6,6,8,0.75,4,4,1.0,0.949,0,4,4,4,1,1,3,3,28,24.0,15.7,18,G,curryst01
348,Stephen Curry,28,2017-04-10,29-027,GSW,,UTA,L 99-105,*,30,9,16,0.563,3,8,0.375,6,8,0.75,4,5,0.8,0.769,1,3,4,4,1,0,1,1,28,24.0,18.7,9,G,curryst01
349,Stephen Curry,28,2017-10-20,29-220,GSW,@,NOP,W 128-120,*,35,7,16,0.438,3,5,0.6,4,11,0.364,10,10,1.0,0.686,0,3,3,8,0,0,1,1,28,24.7,8.2,7,G,curryst01
350,Stephen Curry,28,2017-11-29,29-260,GSW,@,LAL,W 127-123 (OT),*,39,9,20,0.45,6,11,0.545,3,9,0.333,7,8,0.875,0.595,0,5,5,7,0,0,5,4,28,17.0,-1.2,4,G,curryst01
351,Stephen Curry,28,2018-03-02,29-353,GSW,@,ATL,W 114-109,*,23,8,15,0.533,4,6,0.667,4,9,0.444,8,8,1.0,0.756,0,1,1,3,2,0,0,0,28,25.1,18.6,2,G,curryst01
352,Stephen Curry,28,2018-11-02,30-233,GSW,,MIN,W 116-99,*,35,11,24,0.458,7,12,0.583,4,12,0.333,2,2,1.0,0.563,1,8,9,7,0,2,4,3,28,19.8,5.2,6,G,curryst01
353,Stephen Curry,28,2019-01-11,30-303,GSW,,CHI,W 146-109,*,27,10,16,0.625,5,5,1.0,5,11,0.455,3,3,1.0,0.808,2,3,5,8,0,0,4,0,28,24.7,12.1,39,G,curryst01
354,Stephen Curry,28,2019-01-18,30-310,GSW,@,LAC,W 112-94,*,33,10,19,0.526,7,8,0.875,3,11,0.273,5,5,1.0,0.66,0,5,5,4,1,1,1,2,28,22.9,9.5,9,G,curryst01
355,Stephen Curry,28,2019-03-02,30-353,GSW,@,PHI,W 120-117,*,36,10,23,0.435,5,8,0.625,5,15,0.333,3,3,1.0,0.576,1,3,4,2,4,0,2,4,28,19.3,2.1,2,G,curryst01
356,Stephen Curry,28,2019-03-27,31-013,GSW,@,MEM,W 118-103,*,33,7,20,0.35,1,8,0.125,6,12,0.5,8,9,0.889,0.584,0,10,10,7,1,1,1,3,28,23.8,8.8,17,G,curryst01
357,Stephen Curry,28,2021-01-30,32-322,GSW,,DET,W 118-91,*,30,11,17,0.647,5,9,0.556,6,8,0.75,0,0,,0.824,0,5,5,7,2,0,6,1,28,22.5,14.3,26,G,curryst01
358,Stephen Curry,28,2021-02-04,32-327,GSW,@,DAL,W 147-116,*,30,9,17,0.529,5,7,0.714,4,10,0.4,6,6,1.0,0.713,0,3,3,6,0,0,2,2,28,22.0,3.0,19,G,curryst01
359,Stephen Curry,28,2022-01-01,33-293,GSW,@,UTA,W 123-116,*,36,8,18,0.444,2,6,0.333,6,12,0.5,6,7,0.857,0.664,0,6,6,9,0,1,3,3,28,22.8,6.7,4,G,curryst01
360,Stephen Curry,28,2022-01-09,33-301,GSW,,CLE,W 96-82,*,37,10,21,0.476,6,10,0.6,4,11,0.364,4,4,1.0,0.615,3,2,5,5,1,0,5,3,28,18.3,8.3,23,G,curryst01
361,Stephen Curry,28,2023-02-02,34-325,GSW,@,DEN,L 117-134,*,33,10,17,0.588,5,7,0.714,5,10,0.5,3,3,1.0,0.764,2,3,5,5,0,0,6,4,28,18.3,1.9,-16,G,curryst01
362,Stephen Curry,28,2023-11-05,35-236,GSW,@,CLE,L 104-115,*,31,8,16,0.5,1,5,0.2,7,11,0.636,5,6,0.833,0.751,0,2,2,4,1,0,6,0,28,18.0,9.7,-6,G,curryst01
363,Stephen Curry,28,2024-04-05,36-022,GSW,@,DAL,L 106-108,*,35,9,23,0.391,4,9,0.444,5,14,0.357,5,6,0.833,0.546,1,5,6,5,1,0,2,2,28,19.0,6.1,-5,G,curryst01
